1.05,-3.60
1.40,-3.60
1.50,-3.60
1.60,-3.60
1.70,-3.60
1.80,-3.60
1.90,-3.60
2.00,-3.60
2.10,-3.60
2.20,-3.60
2.30,-3.60
2.40,-3.60
2.50,-3.60
2.60,-3.60
2.70,-3.60
2.80,-3.60
2.90,-3.60
3.00,-3.60
3.10,-3.60
3.20,-3.60
3.30,-3.60
3.40,-3.60
3.50,-3.60
3.60,-3.60
3.70,-3.60
3.80,-3.60
3.90,-3.60
4.00,-3.60
4.10,-3.60
4.20,-3.60
4.30,-3.60
4.40,-3.60
4.50,-3.60
4.60,-3.60
4.70,-3.60
4.80,-3.60
4.90,-3.60
5.00,-3.60
5.10,-3.60
5.20,-3.60
5.30,-3.60
5.40,-3.60
5.50,-3.60
5.60,-3.60
5.70,-3.60
5.80,-3.60
5.90,-3.60
6.00,-3.60
6.10,-3.60
6.20,-3.60
6.30,-3.60
6.40,-3.60
6.50,-3.60
6.60,-3.60
6.70,-3.60
6.80,-3.60
6.90,-3.60
7.00,-3.60
7.10,-3.60
7.20,-3.60
7.30,-3.60
7.40,-3.60
7.50,-3.60
7.60,-3.60
7.70,-3.60
7.80,-3.60
7.90,-3.60
8.00,-3.60
8.10,-3.60
8.20,-3.60
8.30,-3.60
8.40,-3.60
8.50,-3.60
8.60,-3.60
8.70,-3.60
8.80,-3.60
8.90,-3.60
9.00,-3.60
9.10,-3.60
9.20,-3.60
9.30,-3.60
9.40,-3.60
9.50,-3.60
9.60,-3.60
9.70,-3.60
9.80,-3.60
9.90,-3.60
10.00,-3.60
10.10,-3.60
10.20,-3.60
10.30,-3.60
10.40,-3.60
10.50,-3.60
10.60,-3.60
10.70,-3.60
10.80,-3.60
10.90,-3.60
11.00,-3.60
11.10,-3.60
11.20,-3.60
11.30,-3.60
11.40,-3.60
11.50,-3.60
11.60,-3.60
11.70,-3.60
11.80,-3.60
11.90,-3.60
12.00,-3.60
12.10,-3.60
12.20,-3.60
12.30,-3.60
12.40,-3.60
12.50,-3.60
12.60,-3.60
12.70,-3.60
12.80,-3.60
12.90,-3.60
13.00,-3.60
13.10,-3.60
13.20,-3.60
13.30,-3.60
13.40,-3.60
13.50,-3.60
13.60,-3.60
13.70,-3.60
13.80,-3.60
13.90,-3.60
14.00,-3.60
14.10,-3.60
14.20,-3.60
14.30,-3.60
14.40,-3.60
14.50,-3.60
14.60,-3.60
14.70,-3.60
14.80,-3.60
14.90,-3.60
15.00,-3.60
15.10,-3.60
15.20,-3.60
15.30,-3.60
15.40,-3.70
15.50,-3.70
15.50,-3.70
15.60,-3.70
15.70,-3.70
15.70,-3.60
15.80,-3.60
15.90,-3.60
16.00,-3.60
16.10,-3.60
16.20,-3.60
16.30,-3.60
16.40,-3.60
